"code","iso","country","NCR.raw.1961","NCR.raw.1962","NCR.raw.1963","NCR.raw.1964","NCR.raw.1965","NCR.raw.1966","NCR.raw.1967","NCR.raw.1968","NCR.raw.1969","NCR.raw.1970","NCR.raw.1971","NCR.raw.1972","NCR.raw.1973","NCR.raw.1974","NCR.raw.1975","NCR.raw.1976","NCR.raw.1977","NCR.raw.1978","NCR.raw.1979","NCR.raw.1980","NCR.raw.1981","NCR.raw.1982","NCR.raw.1983","NCR.raw.1984","NCR.raw.1985","NCR.raw.1986","NCR.raw.1987","NCR.raw.1988","NCR.raw.1989","NCR.raw.1990","NCR.raw.1991","NCR.raw.1992","NCR.raw.1993","NCR.raw.1994","NCR.raw.1995","NCR.raw.1996","NCR.raw.1997","NCR.raw.1998","NCR.raw.1999","NCR.raw.2000","NCR.raw.2001","NCR.raw.2002","NCR.raw.2003","NCR.raw.2004","NCR.raw.2005","NCR.raw.2006","NCR.raw.2007","NCR.raw.2008","NCR.raw.2009","NCR.raw.2010","NCR.raw.2011","NCR.raw.2012","NCR.raw.2013","NCR.raw.2014","NCR.raw.2015","NCR.raw.2016","NCR.raw.2017","NCR.raw.2018","NCR.raw.2019","NCR.raw.2020","NCR.raw.2021","NCR.raw.2022","NCR.raw.2023"
344,"HKG","Hong Kong","67.8456","58.529","47.7854","41.3014","50.6643","68.6787","75.3936","69.4568","72.7985","75.2125","80.2209","71.2702","68.2296","68.9817","74.2224","80.5562","89.5969","91.7475","98.3787","101.6506","92.0184","87.4679","88.6437","85.4672","78.4639","81.901","75.3841","71.2165","83.7338","75.436","73.8641","68.425","65.3896","67.2964","68.1822","59.1849","65.4842","55.3803","47.0344","36.8443","28.4052","27.6465","27.7117","28.0846","28.0442","34.3864","34.0494","34.2017","33.8765","37.759","38.1774","44.5919","43.9073","42.9976","41.8279","43.8911","43.104","44.342","44.6048","59.1999","59.347","59.474","59.4923"
348,"HUN","Hungary","23.1813","25.2738","24.505","25.7053","27.37","28.2863","29.8046","30.7077","35.15","27.7798","35.3141","37.7408","40.7845","44.4476","42.6054","42.6905","46.1975","49.7541","43.4896","53.5639","49.4806","56.6873","53.6799","62.1072","58.2657","57.0851","56.5726","62.2499","63.4436","54.4421","62.6718","44.5742","37.3789","49.6833","48.8402","48.1168","55.6719","53.2769","47.1145","42.9359","61.1509","50.1817","40.33","71.7058","66.6811","61.3364","47.5812","73.2332","59.8855","55.0243","62.506","52.0021","66.0617","77.5504","70.3944","82.6019","75.2617","75.1894","76.4095","80.5381","73.8099","52.056","79.4517"
352,"ISL","Iceland","0.3092","0.2415","0.2195","0.2095","0.3034","0.0987","0.1675","0.1429","0.1177","0.1365","0.272","0.2052","0.1484","0.3083","0.1505","0.1665","0.1814","0.2979","0.1462","0.3381","0.2455","0.3142","0.121","0.4193","0.2864","0.3607","0.391","0.2332","0.188","0.195","0.3404","0.2677","0.2387","0.2891","0.2124","0.312","0.2498","0.3304","0.2751","0.3019","0.3367","0.2638","0.2528","0.3483","0.3829","0.3984","0.3968","0.3894","0.3365","0.4021","0.2912","0.3588","0.245","0.3128","1.0037","1.4301","1.4082","0.8129","1.464","1.3577","1.3653","1.5967","1.4153"
356,"IND","India","17.133","17.0354","17.0512","17.3495","16.6823","16.3418","17.1323","18.2378","19.2978","20.8009","20.9905","19.5143","21.2914","19.9354","22.5003","22.0642","23.7943","25.0025","23.0505","22.9548","25.325","24.9681","28.2437","28.1961","27.819","27.8524","27.1356","31.5364","34.0218","33.7205","34.8172","36.9165","37.0249","38.0124","39.8767","41.1348","41.5599","41.8379","43.3472","42.5046","43.2594","38.8951","43.9247","42.7639","44.7879","47.3429","53.5551","52.4136","50.0464","56.2591","59.778","61.029","62.1446","62.0091","58.2463","61.7095","64.4734","66.7001","68.5119","69.5358","72.6058","73.7687","77.2905"
360,"IDN","Indonesia","23.3575","24.4334","22.3071","24.2801","23.6032","24.2147","23.2113","26.0229","25.8371","27.0069","27.5782","26.5994","28.3596","29.0269","28.6492","28.6189","29.3441","31.8173","32.1375","33.7477","36.3441","34.1087","36.5731","38.6936","37.3671","37.857","36.1151","37.642","39.3097","39.7728","43.2584","47.8327","46.748","46.3744","47.6611","47.0022","45.1623","46.4616","45.6703","45.7603","44.8887","45.4088","46.85","49.2178","51.403","50.6302","50.0043","52.3732","53.7752","55.4352","54.1795","57.9941","57.3173","57.3329","58.3725","56.8214","60.4174","59.957","58.2657","57.8202","60.722","60.8461","59.9223"
364,"IRN","Iran","8.0508","7.8632","7.7957","7.9926","10.1735","11.0683","10.2711","12.0273","11.5956","11.7825","10.4397","11.9456","11.7436","12.7051","14.196","15.9068","14.9355","15.7896","14.6995","16.5306","17.3669","19.0955","17.5358","18.2075","18.8625","20.6829","20.0069","19.2497","17.754","22.8125","21.6224","23.8076","24.0028","24.2206","24.9978","24.6629","24.7869","28.3165","23.5048","24.1317","25.1872","30.9925","32.549","33.378","33.5532","33.7275","35.587","22.0286","28.9904","31.6699","27.0971","28.1382","29.8459","31.492","33.0773","37.9449","33.0945","32.8019","34.6657","34.351","30.254","31.4705","32.7706"
368,"IRQ","Iraq","8.9933","10.9311","6.9477","8.038","9.6363","9.1155","9.899","13.2017","11.6338","10.6458","8.5821","17.1709","8.3088","9.5162","7.3549","10.0745","7.5984","8.6243","7.3924","8.926","9.3655","9.6184","8.6431","6.4176","13.1176","10.8463","8.6474","11.45","8.2565","15.5696","11.1841","12.5251","13.3917","13.3282","13.186","15.0603","13.4025","14.6217","11.6781","8.2701","12.8692","22.4045","19.263","17.635","18.7468","18.0847","17.0986","13.4199","17.0342","23.8159","22.0053","23.3715","30.5125","29.8771","14.791","16.7814","16.1588","11.1256","28.1645","35.7895","22.3991","15.3961","20.4598"
372,"IRL","Ireland","54.8218","57.2835","53.5294","49.7229","52.4438","54.961","60.8265","67.2903","65.5317","62.77","70.031","64.9188","65.836","69.9781","71.728","65.7013","84.4119","78.696","80.8242","79.5522","82.2047","92.4329","86.8006","105.7437","89.4702","89.9872","104.7694","107.2028","101.918","111.8415","113.0368","116.2864","92.8661","96.2705","104.8803","120.1017","104.8524","97.2829","97.3066","98.9918","93.7007","84.9614","89.9768","106.8212","89.587","92.9192","89.8756","103.7012","92.2184","97.3897","114.5888","93.1102","105.0032","113.9183","122.0966","106.7706","112.2695","82.365","106.4635","90.9842","114.5049","119.5964","96.7762"
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel","24.9336","24.9356","23.9451","34.1208","36.9701","30.6537","41.9255","40.6702","41.591","39.8854","46.9229","56.0482","49.7435","56.2858","54.3566","55.216","60.0662","61.7266","58.1769","65.7697","69.4556","65.6405","79.6568","61.5028","68.4821","58.1735","61.9454","56.1058","51.6998","60.7984","41.3576","48.3098","45.7261","40.723","54.0112","57.326","52.0096","54.6876","38.4246","39.2481","42.3697","43.4129","44.6759","53.2714","53.2171","51.6771","51.6908","41.4865","44.4671","44.1016","49.1242","52.8294","51.9202","49.2991","48.8278","46.3555","33.7467","29.9896","31.9977","41.7005","43.5716","48.7097","44.8969"
380,"ITA","Italy","26.5179","27.1257","26.9633","27.7717","29.1929","29.167","31.2159","29.9664","31.3212","31.4718","37.7569","36.0621","36.5209","37.7511","39.1555","37.956","33.9663","38.7303","39.3363","40.8162","41.4384","39.3752","41.4355","43.0845","41.4644","46.2079","50.2667","46.4866","47.8186","46.6976","50.3885","50.0504","46.9567","48.2688","49.6467","50.7951","50.6496","52.2576","50.2944","49.4075","47.5782","49.2779","43.2559","54.4447","53.5707","51.2843","51.1992","52.0933","48.8128","49.5151","52.8072","48.3854","50.8826","53.3866","53.627","53.8959","49.4055","49.7078","47.5352","48.1359","47.3201","43.1229","45.496"
388,"JAM","Jamaica","73.7076","70.4251","75.8835","78.8253","85.0959","87.7987","82.5468","80.7328","72.6844","77.3118","80.4224","79.5144","69.5614","73.3019","68.7066","69.1586","66.2666","73.8326","67.4819","65.9906","59.6865","59.2104","59.04","63.27","60.9973","63.25","61.1566","70.4243","56.7784","60.6211","64.2939","64.4294","61.0738","62.8899","60.7109","65.5498","61.536","59.3024","59.8533","53.8859","58.4126","60.2513","58.3715","60.2378","52.0684","62.9093","66.4732","64.5594","58.9186","49.9153","54.0061","53.9396","53.3884","60.6254","57.025","49.7373","50.2896","49.9612","45.2676","39.741","41.2387","43.913","38.0003"
392,"JPN","Japan","71.9852","72.0128","68.5115","66.8227","67.32","66.0228","71.3591","71.9328","68.9087","62.5694","56.3553","59.9814","59.4203","59.1445","61.7587","57.8619","63.2817","62.1719","61.3282","54.4351","56.3831","58.6445","57.7798","63.4197","63.1013","63.3657","60.9372","58.671","60.2208","59.7108","57.0524","60.0974","49.3012","62.3497","58.9502","57.9154","57.8132","54.0968","55.9566","57.8232","57.4888","57.535","53.4757","56.0971","58.1704","55.7559","57.6705","58.9354","55.4244","54.3224","55.0507","56.864","56.4704","57.4923","57.6457","56.1021","57.4135","55.4838","57.6026","56.8908","58.6352","57.495","57.1347"
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan","25.0196","19.7002","15.4121","40.8438","39.0428","17.5766","26.9915","13.0699","19.3398","7.2515","18.2349","22.5494","6.6272","26.3755","7.3396","8.9534","8.8751","10.5826","5.3782","16.9559","10.5199","10.6045","14.373","12.7159","13.1092","8.5372","13.0641","14.7149","11.0135","23.5204","20.9927","19.0122","14.5538","16.9667","16.386","17.9157","17.3675","19.0804","12.5302","17.6159","15.0271","26.1907","21.8422","20.5637","25.2873","23.1017","24.6265","22.6117","21.387","27.8605","29.064","23.5719","23.9993","23.8481","27.0177","29.5694","27.6163","27.4997","27.5757","28.9594","32.1192","25.251","30.375"
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.6688","12.8435","10.055","6.1617","7.3937","8.2228","4.5973","9.8041","8.7364","12.3224","12.7674","12.1895","10.5669","11.6561","13.4802","16.0741","12.5685","16.484","10.3555","21.1612","11.1879","15.4503","14.6478","15.5131","17.485","18.4797","18.6818","16.214","17.8753","15.0974","20.035","15.7266"
404,"KEN","Kenya","10.6094","11.1975","12.0054","12.2877","12.5063","12.1146","13.6078","15.1855","15.9057","15.5614","15.4804","16.1254","17.6155","18.4722","17.0876","19.1598","19.6917","19.804","19.4593","19.2052","19.5243","21.8091","21.579","17.7154","18.6856","20.6469","18.8756","19.8018","19.6511","19.8394","22.037","21.8106","21.1846","21.6823","22.2978","22.2081","21.0237","23.7071","22.5975","21.3516","23.9997","25.1405","25.3212","23.8219","26.5693","28.4883","28.1138","24.7551","24.7437","29.51","26.4605","28.5783","30.019","29.0073","30.4328","28.0214","27.5497","29.7722","28.2801","33.1333","28.8148","29.799","32.02"
296,"KIR","Kiribati","25.5818","22.8398","17.876","19.3085","27.8957","26.8733","35.7434","23.3015","23.7423","25.3977","30.3447","19.8631","29.4237","38.1678","18.0047","27.3301","27.7439","34.2261","30.1823","26.489","36.6097","32.6539","24.5794","40.9076","41.2919","45.2261","49.1581","54.3825","34.5889","24.9742","32.1624","33.154","34.9574","34.994","35.0078","42.8257","42.8519","49.4886","49.5237","44.8948","44.9189","44.9608","44.998","59.9564","59.9837","73.1335","75.7922","75.8156","75.8188","75.8126","75.7953","77.3806","78.332","77.4103","77.5175","109.3894","109.378","96.2555","80.5605","80.5749","80.564","83.5","87.2984"
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait","14.2782","17.8524","18.7088","22.1645","26.3845","29.8141","34.2451","41.3318","49.2505","55.3915","63.6421","61.6509","108.976","151.1495","111.515","109.68","120.5753","107.3794","122.7123","144.3376","84.267","67.9249","65.788","56.1951","89.8141","79.0495","91.2258","85.7339","85.5818","59.8095","20.283","21.8387","41.7549","53.658","69.0764","70.9679","77.8971","96.1569","90.8046","67.6897","52.14","58.4063","70.9438","71.3099","79.7943","91.4024","95.7155","87.0116","86.9737","93.3838","122.3549","110.4331","116.3434","126.3628","103.1896","89.6967","94.3481","104.4131","126.3845","105.0204","94.5059","96.2001","107.3003"
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.6024","25.5391","19.1976","18.1698","24.5778","29.3418","30.4779","31.5564","31.1626","35.2173","34.3283","34.1319","36.1415","35.062","33.683","31.9398","31.9712","36.2565","32.2269","33.4527","29.6393","34.665","29.2436","35.7522","36.4137","36.5164","37.7278","38.3374","38.2508","29.8534","37.7896","33.7282"
418,"LAO","Laos","13.1893","12.7344","12.9311","17.5734","17.7374","17.8386","19.3333","18.597","20.8731","20.9645","19.2988","18.2917","18.9338","18.8447","18.3867","15.0518","16.244","14.6897","18.4025","20.9535","22.7492","21.8633","21.5307","24.8034","24.8684","25.4907","22.9492","20.572","26.4916","28.7005","24.2894","28.4373","25.3258","29.5912","26.44","26.5636","29.3195","30.4511","35.2443","38.9355","37.5359","38.3691","36.1395","36.7847","38.3432","38.2959","40.6297","44.9269","47.0631","48.3549","52.0827","53.4772","52.6514","62.5469","68.1179","69.9275","65.4084","65.7605","65.5147","68.3479","67.1252","69.5326","74.2535"
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.6592","17.7558","12.5743","17.188","21.9811","22.9962","21.6716","19.863","22.7505","23.2967","26.3228","24.8593","27.503","31.3454","24.9313","33.5939","36.6223","36.2803","32.4968","32.4731","46.8077","42.5084","44.6016","62.4566","55.1141","57.2549","40.7756","61.6986","67.993","57.2243","60.845","52.7543"
422,"LBN","Lebanon","19.3504","19.0006","18.8417","19.3055","18.0585","18.8101","20.2129","16.5922","14.1373","15.8361","16.8564","19.2645","17.4173","20.6434","16.6409","15.8445","16.3076","17.3278","17.2868","18.0065","16.2326","18.2091","17.3583","17.9566","20.7135","23.2489","27.6947","28.5805","30.9203","32.9791","36.159","39.1448","37.7268","39.7925","44.1912","45.4316","39.8281","36.7697","43.7692","44.2105","41.8053","42.5429","41.0821","45.979","43.1668","44.8542","42.5028","47.4758","41.8833","44.2389","43.207","44.4677","45.6148","47.0276","48.0682","50.5807","50.2277","48.6069","47.465","47.3263","42.9812","43.8842","43.7812"
426,"LSO","Lesotho","11.1422","10.6482","10.5488","10.364","10.1196","10.6125","10.1199","9.8979","9.8965","8.8839","9.709","5.203","7.5453","12.9207","8.7601","7.3455","17.2876","17.0537","13.069","11.0365","9.3669","7.968","7.4607","7.5695","9.1065","7.8207","7.571","11.2154","11.6139","12.7687","4.139","5.1614","7.4203","10.6249","5.1831","13.2137","12.0755","10.0433","10.1608","9.1182","13.8528","9.3369","7.6891","7.0478","6.6283","6.087","5.1058","4.4563","4.8677","9.9893","7.4083","7.3238","8.6074","8.1151","8.2692","2.7824","8.8003","6.8169","7.0426","3.1806","10.2684","7.0615","7.35"
430,"LBR","Liberia","6.5057","6.7829","6.8865","7.1306","7.3742","7.8806","7.8762","8.2793","8.4581","9.4089","10.1372","10.1766","10.457","11.3185","11.0519","11.573","12.0287","11.7655","11.7861","11.9538","12.4674","12.8647","12.7803","13.1245","13.1966","13.0834","13.3188","13.7142","13.5008","11.8025","9.2841","9.8994","8.8643","8.2425","8.2592","9.7249","12.376","12.7203","12.367","12.2192","11.5603","10.9051","10.7399","11.0227","11.9494","11.9871","13.8799","14.5066","13.6517","13.7077","13.0215","13.3175","12.7078","12.6286","13.6013","15.597","12.7708","13.205","13.8852","14.272","14.1195","14.6853","14.2677"
434,"LBY","Libya","1.632","1.7781","1.7783","1.6096","2.3617","2.3995","2.7082","2.5341","2.6529","1.6335","1.2501","2.7151","4.0202","3.1209","4.1189","4.8428","2.4318","4.3936","3.6557","3.9517","4.3284","4.8893","6.0509","4.707","4.4935","5.1413","5.1155","5.2037","5.6106","5.1941","5.0996","4.738","4.5168","4.5055","4.4683","4.3677","4.8013","5.306","5.493","5.3181","5.216","5.3522","5.4502","5.4812","5.7343","5.5412","5.585","5.6023","5.6905","6.1419","6.4989","6.9311","6.8394","6.8483","6.3556","6.8691","5.9742","6.6209","6.0342","6.0255","5.9984","5.975","5.9675"
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.1648","21.8194","18.1694","16.1867","22.0426","24.6506","23.541","18.3651","22.8611","34.0968","37.8683","41.0984","42.5544","35.2722","24.1519","39.9962","44.139","45.9711","34.4883","38.8659","52.4181","48.7553","54.0087","71.9793","66.5052","70.8189","51.8071","62.8225","78.2479","64.4961","67.9636","66.6571"
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.0657","51.4014","61.891","59.6385","66.7218","60.4214","61.4358","57.3181","68.802","69.2829","60.7727","55.4495","55.8416","62.2223","60.726","62.4398","50.2467","53.8325","56.4385","57.1742","51.5386","49.3328","58.5858","52.0529"
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar","16.1038","16.4445","16.8904","17.6515","17.1395","17.148","17.8181","18.1202","18.8609","19.1328","18.8769","18.7164","18.6594","20.2251","17.7945","18.6131","17.236","15.9764","16.6106","16.7737","16.2315","16.0482","17.171","17.3876","17.607","18.4756","17.5948","17.4616","18.5721","18.3909","18.2469","18.1911","18.4737","17.7719","18.2618","18.617","18.9546","18.5584","19.1249","18.5282","19.0706","18.3674","19.5074","20.4444","22.946","23.749","24.0745","25.1939","27.7428","28.4128","27.4448","28.6883","24.8647","26.3368","25.2441","25.5961","24.7141","26.0554","25.7925","26.763","28.2671","29.3365","30.4248"
454,"MWI","Malawi","16.6108","16.8142","15.2963","16.3133","15.2543","15.0765","18.6877","16.3291","16.3375","15.5937","18.1119","18.5495","18.1317","17.9485","17.3764","18.7551","20.8458","20.5429","20.3468","21.0416","21.1335","21.2659","20.4296","20.533","20.8498","20.1023","19.3994","20.8239","19.8567","19.0146","21.3944","15.0593","23.1758","18.9783","22.8248","24.6362","21.5389","23.1861","25.8583","27.4725","25.5895","22.7416","25.0409","24.0652","19.6057","28.1316","32.8267","30.0694","35.4015","34.1977","36.8744","40.6165","41.6151","46.0322","39.0553","36.1363","44.1441","40.912","44.3037","46.1706","49.5742","47.715","48.5884"
458,"MYS","Malaysia","15.1458","14.4981","14.5482","13.6768","14.0856","14.6653","14.4635","16.0085","16.6437","17.5102","18.1856","18.309","19.1858","20.5404","21.7224","21.7085","21.5699","21.4778","23.5827","25.0042","25.9129","28.1562","25.3759","28.3075","29.0976","28.8762","26.578","27.5068","29.2587","29.7019","29.4155","30.6358","34.3868","33.3196","35.351","36.3721","38.0936","35.1828","41.7725","42.8259","43.9325","43.9461","47.3894","49.2008","51.8263","54.6196","54.1899","58.8619","56.8708","54.2846","58.8195","57.5987","55.7637","54.7628","54.312","48.5454","55.864","53.9663","53.957","53.59","51.1343","52.5084","52.2122"
462,"MDV","Maldives","43.9353","45.8075","47.4374","49.2603","50.8445","61.138","64.47","66.1832","66.5642","67.2094","50.9792","35.5292","35.5149","34.7737","50.456","36.9738","48.8186","39.554","30.1021","46.64","46.2537","41.0039","44.6565","47.8931","48.3222","48.7821","44.6502","46.2427","51.3839","38.7652","32.7127","37.1311","35.843","34.9086","34.9686","39.8423","38.744","35.4087","31.7681","36.9364","43.6868","36.6144","56.2633","72.1324","43.9687","34.5415","22.4853","28.7755","38.4476","34.4888","34.8625","19.9438","15.1638","22.711","26.1536","29.8208","28.8499","36.5922","57.5614","60.2013","14.284","11.2152","23.1234"
466,"MLI","Mali","15.8367","16.4965","16.2222","15.0151","15.5066","15.4054","16.9378","15.5792","17.958","16.5092","16.9082","14.8842","14.9729","17.8238","20.9962","18.9294","17.9578","18.6516","17.8816","15.9408","17.5023","19.1367","19.9043","17.2864","23.9495","25.0378","23.4954","31.5285","28.9852","28.2345","34.3807","28.929","20.8768","23.4714","22.3632","17.0468","17.8868","19.5471","20.8498","15.5074","20.0592","16.8087","19.075","20.2672","19.3867","18.2716","17.5045","19.4663","21.4347","21.0422","26.3254","25.5475","26.1559","26.3842","27.8886","29.3964","28.9495","31.2713","30.7959","26.9745","26.9874","27.5819","29.4708"
470,"MLT","Malta","23.071","25.7641","27.6911","29.9121","30.9074","24.1173","26.8374","25.8451","28.6063","23.0283","24.8705","26.609","26.221","25.2034","28.4627","32.1862","29.4511","27.069","30.3484","36.8405","35.1226","39.5703","40.7867","37.2438","37.2355","36.3429","36.3799","36.2786","37.4288","38.0965","36.6199","38.5098","39.3755","41.4321","50.7181","52.6589","65.9601","75.2745","73.8369","75.7489","66.7007","70.6345","63.0795","71.0297","77.2649","79.643","79.5219","88.8912","82.4032","74.5468","74.7361","71.161","71.8606","73.8775","69.0013","66.3451","70.9768","19.2374","17.7538","18.644","19.1514","19.1861","19.5628"
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania","7.0957","7.2139","7.3457","7.4008","7.9634","7.4584","7.5112","7.7588","8.3427","7.2453","6.2219","5.0961","4.4152","6.8166","7.2202","6.9102","5.8531","6.9518","6.34","6.8451","7.3206","6.4711","4.7327","5.1166","7.7214","7.9587","8.6273","8.9926","9.2853","5.7936","5.7507","5.6672","7.4973","8.6163","9.4673","9.962","7.6398","8.6891","9.195","9.0016","7.3083","7.0209","9.1354","6.8908","8.9032","8.7386","9.2789","9.5539","9.4131","12.1024","9.6734","13.9083","13.1435","14.7135","13.2687","13.1787","14.8703","16.6352","14.4023","16.0642","18.3033","19.9289","20.1321"
480,"MUS","Mauritius","201.9714","187.5788","232.1788","177.633","239.0789","198.4952","222.7083","185.9396","209.5336","182.7061","187.9446","222.7561","220.2564","210.7284","153.0536","223.5369","210.3549","218.825","220.3363","160.354","186.2606","230.0617","184.7886","177.3894","197.1461","212.3752","218.4266","195.6996","195.0663","201.4128","210.8734","217.7582","208.4785","188.9379","205.4532","212.1898","236.0445","232.8273","161.7484","208.5361","230.3007","198.1431","213.4853","219.0301","211.0109","206.1387","188.8832","203.7981","210.0852","197.1145","196.1684","188.0994","184.1374","194.7277","191.9818","182.4653","178.8497","152.4035","164.2751","127.0192","129.8975","111.1248","122.0514"
484,"MEX","Mexico","16.4616","17.4266","18.7281","21.9254","23.6824","24.5134","24.4743","25.9252","24.6173","27.1903","27.3532","27.1804","28.4752","29.3239","29.9913","27.0751","30.7101","32.5452","30.4999","33.4836","36.8829","33.0332","34.5807","36.5489","38.8088","36.6536","36.4501","31.5325","30.711","31.3477","29.5051","29.1402","28.5319","30.5656","30.8961","32.8681","31.8582","33.1506","31.2572","30.6371","33.5525","32.0991","33.9818","34.1542","32.19","34.7201","35.4608","36.2238","33.5102","36.3429","33.1465","37.564","39.171","42.1598","39.8342","43.3713","47.1617","47.5641","47.665","39.9009","41.0758","42.7409","42.6949"
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2067","0.215","0.221","0.2307","272.2484","272.0644","272.058","272.0268","272.594","272.637","272.6751","272.7067","272.73","257.8723","239.4766","223.5177","224.2525","223.3375","278.9328","278.6399","401.4167","446.0821","447.2622","585.3278","576.1894","585.1714","585.4412","751.3299","751.2212","751.3016","751.2647","751.2346","762.6796"
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.2712","36.96","21.1811","30.3116","24.067","34.3926","25.9463","24.2367","21.9104","28.422","28.4799","23.2282","30.8679","31.3384","27.9893","18.8663","35.9351","25.1605","29.6201","30.2175","17.9466","32.9467","39.7228","29.4375","39.6732","44.7784","46.3821","46.8676","21.8108","52.1316","26.7797","42.0866"
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia","4.2692","9.4936","9.3127","9.1799","7.8908","6.3722","8.5391","5.9316","3.8019","8.0859","10.0963","5.5508","12.177","8.3295","12.2359","8.3233","7.8943","6.4977","6.0701","5.1551","6.0152","9.2637","12.9129","9.4475","13.6378","13.9561","11.0167","12.6125","12.9941","11.1455","9.2071","7.6895","7.5074","5.4096","4.3083","3.6442","4.3264","3.2917","3.2774","2.8414","2.8502","2.5325","3.3584","2.8841","1.8362","3.2616","2.7969","4.4318","7.405","6.7951","7.9502","8.7396","7.869","10.1063","4.4793","8.6329","4.5341","8.2297","9.7912","9.5028","13.5821","10.1287","11.0124"
