"code","iso","country","PCR.raw.1961","PCR.raw.1962","PCR.raw.1963","PCR.raw.1964","PCR.raw.1965","PCR.raw.1966","PCR.raw.1967","PCR.raw.1968","PCR.raw.1969","PCR.raw.1970","PCR.raw.1971","PCR.raw.1972","PCR.raw.1973","PCR.raw.1974","PCR.raw.1975","PCR.raw.1976","PCR.raw.1977","PCR.raw.1978","PCR.raw.1979","PCR.raw.1980","PCR.raw.1981","PCR.raw.1982","PCR.raw.1983","PCR.raw.1984","PCR.raw.1985","PCR.raw.1986","PCR.raw.1987","PCR.raw.1988","PCR.raw.1989","PCR.raw.1990","PCR.raw.1991","PCR.raw.1992","PCR.raw.1993","PCR.raw.1994","PCR.raw.1995","PCR.raw.1996","PCR.raw.1997","PCR.raw.1998","PCR.raw.1999","PCR.raw.2000","PCR.raw.2001","PCR.raw.2002","PCR.raw.2003","PCR.raw.2004","PCR.raw.2005","PCR.raw.2006","PCR.raw.2007","PCR.raw.2008","PCR.raw.2009","PCR.raw.2010","PCR.raw.2011","PCR.raw.2012","PCR.raw.2013","PCR.raw.2014","PCR.raw.2015","PCR.raw.2016","PCR.raw.2017","PCR.raw.2018","PCR.raw.2019","PCR.raw.2020","PCR.raw.2021","PCR.raw.2022","PCR.raw.2023"
702,"SGP","Singapore","5.2733","5.1567","5.4337","5.3528","6.0565","7.7887","7.728","8.6592","8.5085","8.5853","12.6426","11.6255","9.6898","8.8304","9.5645","10.112","10.6114","10.3055","9.7623","9.5708","11.9847","15.1993","14.722","15.662","14.5724","16.3479","20.3992","11.6122","9.2334","7.619","6.2204","5.1223","4.5183","4.4831","5.2792","5.9393","6.5814","7.4155","8.241","9.0844","9.8819","10.795","17.8333","19.1825","21.458","23.9485","20.4585","23.4116","23.9991","25.6674","27.1244","28.4524","31.5605","33.2567","33.5931","32.851","32.9505","34.8338","35.2742","33.3867","34.2694","29.4569","25.2282"
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2018","10.6347","10.2064","10.0145","10.8251","9.9779","8.9494","6.869","10.4117","10.7147","8.1414","12.6508","11.902","10.4555","9.9186","13.694","11.6041","9.1052","12.2883","9.7785","11.9715","15.9363","13.1851","16.7241","13.2726","14.655","14.3592","15.8191","15.586","13.3095","16.6398"
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.0954","7.8572","10.0176","9.7558","9.7185","11.269","12.1187","10.89","11.073","10.3446","13.0433","8.8224","12.2171","12.1836","10.8278","11.1403","9.9714","9.1229","9.7805","10.1887","9.6524","7.9364","10.7832","10.2463","10.4421","9.218","9.9324","10.4847","12.1617","11.0572","9.5518","10.5563"
90,"SLB","Solomon Islands","9.267","9.3045","9.6189","9.9167","9.7649","9.371","9.5028","8.5633","9.9771","11.2921","11.5425","11.0515","11.1949","11.3688","11.6689","11.9687","11.8929","12.2388","14.0135","13.8976","15.6344","14.312","14.099","16.8331","17.6352","16.853","11.8754","11.7637","11.6508","11.0015","11.8474","12.1798","12.2748","12.3722","14.6492","15.0259","15.6195","15.7794","14.0753","13.5434","11.9248","11.4646","10.9542","13.954","14.3763","15.0517","15.5403","16.1969","14.5148","8.0922","7.8693","8.1985","8.2251","8.1914","8.2169","8.2452","8.2657","8.2795","8.3566","8.3203","8.2346","8.3917","8.3579"
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa","2.3051","2.38","2.5312","2.1456","2.0861","2.2886","3.8607","2.5477","2.6273","2.8183","3.6618","3.9104","2.5269","4.438","3.8549","3.5705","4.1688","4.3423","3.9064","4.3734","5.6792","4.0154","2.5618","3.162","3.8655","3.9518","4.2893","4.4084","4.9492","4.058","3.9853","2.0498","3.7708","4.5645","2.8116","4.4018","4.1762","3.6256","3.768","4.5232","3.8134","4.3375","3.886","4.075","4.6274","3.7698","3.5785","5.0801","5.0099","4.909","4.9982","5.2771","5.3519","6.0722","5.061","4.4033","6.9698","6.2672","5.6177","6.8956","7.2883","7.2415","7.6999"
410,"KOR","South Korea","11.94","11.1255","11.5301","13.3131","12.9325","13.8532","12.7156","12.7877","14.4178","14.0769","14.1732","14.3686","14.3794","14.9302","16.6678","18.0625","17.7502","19.427","19.0443","13.8852","16.5525","16.7124","17.1709","17.5891","16.8924","16.7507","16.3621","17.6971","17.787","16.8974","15.7153","16.0934","15.0651","15.4267","15.7458","17.1714","17.3502","16.5268","17.1974","17.3893","18.1674","16.73","15.6745","17.245","16.9086","16.714","16.1519","17.4422","17.63","16.2199","16.1753","15.3209","16.1","16.6235","16.2897","16.3232","16.0737","16.2867","16.3147","15.3926","16.8279","16.5305","16.566"
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2479","2.3318","2.8915","2.5102","2.3585","2.3003","2.4084","2.5889","2.719","2.7066","3.0385","2.9931"
724,"ESP","Spain","3.1518","3.2987","3.8914","2.7514","3.2336","3.6329","3.5234","4.0357","3.6778","3.6953","4.0377","4.0615","4.0653","4.1568","4.5861","4.3751","4.3571","5.2244","4.5963","5.5347","3.9387","5.0162","4.2863","6.4813","5.8829","5.3118","6.6572","6.5367","6.0994","6.2376","6.0795","5.4473","5.8109","5.3559","4.1933","7.6661","7.8137","7.8449","6.6879","8.5889","8.0798","8.0223","9.2029","8.8966","6.17","8.0126","9.2285","8.8625","8.3257","8.9206","9.8929","6.6626","11.0239","8.0233","8.5533","10.0391","8.222","11.9189","8.9335","11.5853","11.2084","7.5553","6.554"
144,"LKA","Sri Lanka","5.9893","6.6019","5.3473","5.5672","4.8696","4.7581","5.2831","5.7415","5.6751","6.0228","5.8352","5.8981","5.0492","5.6076","5.696","5.4724","5.4496","6.0365","6.7975","6.8191","7.1912","7.4826","7.8093","7.2752","8.4199","8.5946","6.9755","7.2142","7.0489","7.8604","8.5011","8.0382","8.7755","9.6066","9.8839","8.6237","9.0442","9.5537","10.0711","10.4617","9.7662","9.7069","10.0233","9.9412","9.5786","10.5731","10.5634","10.7519","10.1713","11.7306","10.6603","10.8797","11.7981","10.6349","12.48","11.7407","8.6214","10.4375","11.5012","12.3474","13.1391","9.9576","10.2066"
670,"VCT","St. Vincent and the Grenadines","11.1683","11.2973","8.8924","9.0985","9.1093","9.7004","9.5539","8.9807","8.779","9.2568","10.3764","9.4736","9.2891","9.2771","8.8272","8.2946","9.7294","12.4277","10.5377","8.9143","9.3705","10.7248","9.2968","11.8057","12.7173","11.5906","11.3552","13.588","13.0932","13.918","13.6665","16.1184","16.4011","8.6186","9.2075","9.5701","9.1358","9.9142","8.6284","8.7319","9.8153","10.5237","10.9079","10.684","11.5612","12.0653","12.3324","12.3911","12.9435","11.2182","11.7251","11.8297","11.8665","12.3608","12.0528","11.8506","12.3965","12.4884","12.5268","12.6368","10.3904","9.9595","10.0182"
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3086","2.0595","2.5614","1.5424","2.5344","2.1321","3.0161","2.4217","2.4827","2.3513","2.7888","1.9495"
740,"SUR","Suriname","7.9786","8.6323","8.8508","8.602","10.5753","10.9235","13.0155","12.7236","11.6759","14.0117","12.2138","11.3246","13.1896","12.8995","13.8335","13.6327","15.2113","16.5551","17.4254","17.1763","17.6661","17.6585","15.3589","16.6177","15.6967","15.1532","12.8907","12.5482","12.5275","9.8879","11.4314","12.7093","10.9685","11.0498","11.0494","11.3064","10.9453","9.5453","9.3261","8.6772","10.1702","10.6605","10.5193","10.0114","10.2415","11.5213","12.1171","12.5141","12.4806","12.8371","12.5719","13.3818","13.7132","13.4366","13.0361","13.4962","14.479","13.7509","13.6892","12.8545","13.6801","11.2332","11.7812"
752,"SWE","Sweden","4.9138","4.7358","4.8973","6.1652","6.1902","4.9649","6.6643","7.309","5.7811","7.131","7.7152","7.6109","7.1388","9.4396","7.704","8.0341","8.0717","8.5816","7.9167","8.0622","8.6589","9.0668","8.4175","10.5427","8.9104","9.2083","7.9863","7.8622","9.2252","10.385","8.2308","6.6296","8.8511","7.3128","7.7563","9.1174","9.3405","8.9124","8.2125","9.3957","8.8144","9.0671","8.8291","9.4078","8.5067","7.304","8.5517","8.8295","9.1866","7.8009","8.4495","9.0859","9.0304","10.2246","10.8634","9.9375","10.884","6.2324","11.1405","10.7631","9.3457","10.9365","8.2469"
756,"CHE","Switzerland","9.2967","10.8909","9.6893","11.0227","9.2491","10.273","12.4344","11.6841","11.4982","11.1401","12.7288","11.4847","12.2429","12.8046","11.9224","11.9326","10.6498","12.7","13.4306","12.0738","13.117","14.1849","12.5316","15.153","13.854","12.9728","12.5389","16.0938","16.7957","15.5692","15.3316","15.2862","15.4949","13.9584","14.3473","16.2376","15.1185","15.6217","13.2402","15.2712","13.3313","14.432","12.0597","14.7954","14.1681","13.474","14.2666","14.1503","14.5234","12.9949","14.9555","13.8065","12.513","15.2373","13.4774","11.5311","14.2137","13.4368","13.4841","14.3136","11.573","13.1837","12.0923"
760,"SYR","Syria","1.5412","2.387","2.1634","2.2421","2.1849","1.5299","2.1288","1.9454","2.3363","1.6795","1.9904","3.0359","1.614","2.8886","3.0695","3.6417","2.7999","3.4233","2.6172","4.4106","3.9617","3.6115","3.8885","3.0258","3.6424","4.2487","3.2254","5.8165","2.6494","4.2245","4.2999","5.9379","6.3486","6.3647","6.9038","7.5658","6.439","7.9637","5.6218","7.0267","7.5091","8.4852","8.0444","8.2039","8.2203","8.6049","6.5496","5.321","6.8099","5.944","7.3023","6.6771","5.1401","3.3359","5.149","3.5467","4.0197","3.1291","6.2991","5.7974","3.5318","3.7614","5.4248"
158,"TWN","Taiwan","16.884","16.5157","15.5934","17.7922","19.0637","19.1782","19.2377","19.9856","18.7266","19.1745","19.179","19.1562","19.3445","20.3037","19.6275","20.3789","20.4413","18.9735","20.0736","19.4687","19.5962","19.5429","19.4822","18.977","19.5827","18.4185","18.8984","18.9802","17.848","17.4035","18.299","17.8994","18.9965","17.7723","18.1759","17.5309","17.9285","15.967","17.3471","16.4342","15.3711","16.1097","15.32","13.9647","12.4268","14.0027","12.2301","12.6536","12.9384","13.7043","15.27","14.6466","14.0722","14.8128","14.0973","13.6993","15.1928","16.0737","15.0217","15.4609","14.2049","14.4883","13.9941"
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.8335","7.7302","7.8124","6.5373","5.9946","7.331","7.698","6.8023","7.471","8.8026","10.6367","11.7955","12.3248","11.1526","10.9988","10.9784","10.3165","11.6936","12.023","12.2154","13.104","13.263","12.1292","10.8944","10.8976","11.7305","10.408","11.9971","11.8668","12.3908","11.7879","12.1136"
834,"TZA","Tanzania","1.4808","1.5584","1.5665","1.5098","1.5819","1.8069","1.7128","1.5581","1.6959","1.5279","1.5498","1.6266","1.7571","1.7102","1.9289","2.1255","2.2674","2.1188","2.3343","2.1688","2.1146","2.1921","2.2081","2.333","2.2211","2.3522","2.491","2.257","2.5802","2.4427","2.5739","2.5671","2.4843","2.1889","2.8826","2.9953","2.4954","2.7374","2.6668","2.6165","3.1261","3.8027","2.8752","3.7779","3.41","3.2716","3.4936","3.6094","3.2429","4.0074","4.1227","4.4228","4.8102","5.1693","5.0243","4.7503","4.7167","4.667","4.6593","4.9207","4.8578","4.6607","4.9747"
764,"THA","Thailand","3.5103","3.7381","3.9077","3.7132","3.658","4.2499","3.6044","3.8924","4.1264","4.1827","4.2573","3.6113","4.2251","3.9134","4.2522","4.259","4.0042","4.6837","4.2961","4.5311","4.7485","4.596","5.035","5.204","5.327","4.862","4.5321","5.3804","5.4955","4.7803","5.2966","5.3852","5.1015","5.5405","5.808","6.0559","6.0806","5.8724","6.1469","6.6488","6.9968","6.9985","7.3881","7.1198","6.9238","6.797","7.4607","7.5597","7.5616","7.8929","8.6426","8.8452","8.6794","8.2071","7.3896","7.8911","8.1438","8.6916","8.1326","7.6136","8.0208","8.5936","8.5146"
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo","0.8697","0.8869","0.9732","1.0163","1.0365","1.141","1.0599","1.0572","1.0539","1.1942","1.2455","1.1459","1.1404","1.0923","1.1617","1.0843","1.0779","1.0809","1.2153","1.246","1.2642","1.2525","1.209","1.3853","1.5425","1.5643","1.6516","1.6883","1.9293","1.8665","1.7462","1.8292","2.0924","2.1455","2.0612","2.5295","2.6741","2.4813","2.4397","2.2365","2.6084","2.6502","2.5255","2.5818","2.1821","2.1357","2.1866","2.2421","2.4113","2.4693","2.7752","2.7573","2.5647","3.0284","2.8606","3.0308","3.2066","3.4363","3.4662","3.3537","3.4838","3.6394","3.8101"
776,"TON","Tonga","15.3836","11.1414","12.6212","11.6903","10.9973","12.437","12.536","10.6753","11.9888","9.7882","10.4763","12.7085","10.9971","12.5323","14.275","13.9396","12.9317","10.057","9.9654","12.1267","11.4196","7.0465","7.2595","7.6302","7.2355","8.7943","6.4281","5.1422","5.0944","4.5604","4.3894","4.8031","6.191","5.9016","5.5188","5.6774","6.3137","6.8665","6.8717","7.2835","7.3078","7.3973","7.3613","7.3484","7.3512","8.7557","15.2939","15.1136","14.5151","14.3342","14.2212","13.1506","13.1741","9.2319","8.5933","7.0007","6.9982","6.6526","6.6548","6.7631","6.8529","7.0248","7.1418"
780,"TTO","Trinidad and Tobago","13.0791","11.6021","12.9048","12.0219","12.923","12.2002","11.8644","13.1701","13.0432","12.9125","11.9948","12.9054","9.7854","8.8763","9.2163","10.95","9.6089","8.0084","8.3063","8.0193","7.2005","7.6414","8.1504","7.2321","7.8943","8.5176","8.4817","8.7042","8.4707","9.4865","8.4596","8.5897","8.0986","8.6004","8.3402","8.9268","9.1632","7.9276","8.8296","9.4582","8.6145","10.8962","7.4867","6.3585","5.6774","8.618","8.3146","2.9297","2.6577","2.7015","2.9036","2.9987","2.7913","3.1816","3.1117","2.9949","3.2604","3.2675","3.304","3.2591","3.2086","3.186","3.1932"
788,"TUN","Tunisia","1.0036","1.3064","2.0499","1.7824","1.6814","1.0868","1.2857","1.407","0.9433","1.4954","2.2737","1.8072","2.1609","2.0459","2.6006","1.7865","1.8917","1.6863","1.7632","2.5199","2.0127","1.7547","2.2269","1.8931","2.8256","1.9374","2.7319","1.1464","1.9312","3.0486","4.5581","3.283","3.6089","1.5683","1.4285","5.1196","2.1312","3.3215","3.6688","2.2399","1.7846","1.4292","4.495","3.2247","3.8514","3.7527","3.728","3.3464","3.8536","2.7556","3.2188","3.8953","3.3644","3.166","4.5115","2.9354","2.8415","4.5044","3.838","5.1651","3.2763","4.0516","3.008"
792,"TUR","Turkiye","2.8596","3.0553","3.4779","3.2348","3.1421","3.5917","3.6453","3.6117","3.4295","3.4713","4.2089","4.0822","3.3969","3.9024","4.4866","5.0467","4.9058","4.9742","4.8897","5.0307","4.9777","5.7581","5.4382","5.6547","5.5875","6.2498","6.1851","6.7528","5.4146","6.6863","6.6196","6.4485","6.7244","6.1845","6.5472","7.104","6.9286","7.9173","6.8476","7.8319","7.0058","7.7234","7.4244","7.9732","8.1663","8.4519","7.5064","7.6047","8.361","8.5674","9.5052","9.0986","9.6588","8.8971","9.7392","9.4732","10.19","9.8289","9.7791","10.1596","9.4526","11.0743","10.8909"
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.8329","16.2707","15.3995","14.7043","5.3868","7.32","8.9398","13.7216","11.7771","12.4829","10.7373","10.6354","12.4847","11.8091","10.8241","8.6593","8.733","9.6716","11.9226","10.1465","7.1928","7.3421","8.7662","9.1311","10.9105","11.0934","10.8546","12.9208","13.608","13.5678","12.921","9.0305"
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu","5.2942","5.2981","5.3021","5.351","5.3532","5.3555","4.6933","4.2957","3.7669","3.4714","4.8437","1.7574","1.4991","5.7958","1.9243","1.482","2.3351","6.2859","6.4724","6.1984","6.2843","3.3537","3.5738","3.6134","3.6216","3.4769","2.9469","2.3864","2.5907","2.3817","4.2918","2.8031","2.6632","2.2942","2.6847","2.6851","2.4848","2.6245","2.3192","2.7352","2.7987","3.1147","3.1462","3.0101","3.1454","3.147","3.0176","2.9669","2.9626","2.8465","2.8689","3.015","3.1486","2.921","2.9314","2.9372","2.9436","2.9509","4.124","4.1172","4.1307","4.1252","3.8337"
800,"UGA","Uganda","2.6221","2.3123","2.6338","2.3794","2.4483","2.4684","2.6787","2.7523","3.2052","3.6783","3.419","3.4507","3.265","3.1163","3.3203","3.05","2.7895","2.7949","1.9707","1.8105","2.0318","2.0776","2.2858","1.8879","1.988","1.9134","2.0373","2.2121","2.4048","2.4283","2.4426","2.5114","2.6843","2.6867","2.7884","2.4312","2.4664","2.9159","3.131","3.055","3.2519","3.318","3.3325","3.1474","3.2456","3.1762","3.1646","2.9515","3.0108","3.0873","3.2025","3.0367","3.1203","3.2881","3.3809","3.0034","3.2964","3.6075","2.9584","3.6568","3.771","4.3093","3.5768"
804,"UKR","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.8614","6.6898","5.2518","5.0955","3.9658","4.9964","3.9751","3.7572","3.9512","5.5187","5.4906","4.4091","5.9564","5.8158","5.7145","4.9162","8.1781","7.175","6.5156","8.7809","7.553","9.6225","9.9612","9.5583","10.4696","10.1428","11.1728","11.6723","10.0623","12.7982","8.9535","10.1935"
784,"ARE","United Arab Emirates","0.8907","0.9633","1.0388","1.1114","0.9987","1.5065","1.5951","1.8857","2.2084","2.0876","2.4272","2.1196","2.1533","2.9546","3.2644","3.4391","3.7299","4.7367","5.4676","5.1065","5.0831","6.6874","6.6082","5.7741","5.4697","4.9459","4.7701","5.9974","7.2541","5.6728","6.3312","7.0938","6.6214","6.0258","6.1764","6.0332","6.5983","6.6241","5.3819","7.954","3.6426","3.5001","3.3805","3.716","3.61","3.5683","3.5442","3.5606","9.5741","9.8","3.9754","4.5196","4.1793","5.4158","5.9986","5.9915","6.0119","5.8646","6.2376","6.4458","6.39","5.9515","5.8427"
826,"GBR","United Kingdom","6.5367","7.5721","7.3131","8.0997","8.5982","8.346","9.1344","8.4458","8.6804","8.7992","9.6988","9.7441","9.9618","10.4355","9.0531","8.742","10.9333","11.3211","11.6223","12.7075","12.7119","14.4917","13.8401","17.4786","14.9188","16.3771","15.2889","15.063","16.1199","16.7003","16.958","16.9885","16.6367","17.1401","17.9521","19.5643","18.5445","18.3041","19.5378","19.6903","17.0857","19.7745","19.4555","19.006","18.952","17.4469","16.4392","19.8632","18.3165","18.4409","19.2097","16.5999","16.6591","20.0561","20.7776","18.2453","19.6192","17.7301","20.2323","15.4849","17.781","19.0471","17.6415"
840,"USA","United States of America","4.5245","4.6049","4.8202","4.6176","5.1882","5.112","5.5426","5.5455","5.3407","5.0338","5.9572","5.9867","6.4066","5.5371","6.5255","6.4917","7.2007","7.2269","8.1882","7.1037","8.5372","8.6307","5.8748","8.0469","8.7878","7.9317","7.6597","6.0464","7.5599","8.2352","7.8011","9.2349","7.4358","9.8289","8.1029","9.4523","9.8702","10.0407","9.8749","10.0904","9.9393","9.2958","10.1503","11.7977","11.5323","11.1545","12.1355","12.1029","12.8533","12.8596","12.3242","12.0489","13.546","14.4334","14.1611","16.0241","14.921","14.976","13.8769","14.7496","15.5118","14.3618","15.3347"
858,"URY","Uruguay","1.5425","1.7625","1.5416","2.0036","2.0038","1.7887","1.2845","1.8047","2.1816","2.4592","2.1607","1.8571","2.7061","3.1706","2.9562","3.6833","2.5455","2.8238","3.1521","3.174","3.8908","3.454","3.384","3.4055","3.2956","3.2306","3.6661","4.4402","4.8359","3.9022","3.5679","4.828","4.421","4.4659","5.2607","6.26","5.7516","5.4521","5.9511","4.6492","4.5062","4.894","5.8145","7.7653","8.4848","9.3403","9.6442","8.2973","9.086","12.2868","9.6079","13.7062","12.7338","13.9089","13.2468","11.9328","14.8709","7.9837","14.5324","12.3194","12.6739","16.5728","9.9611"
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.4192","12.5151","12.0993","12.7414","11.425","12.5238","11.8066","12.7568","11.1235","11.9076","12.7587","12.5533","14.2553","15.3203","15.3661","15.9725","16.1787","16.2206","16.6508","16.7965","17.2812","17.6308","18.1434","18.3298","17.5537","16.1779","13.8766","15.8323","16.9584","17.7623","18.5195","19.2229"
548,"VUT","Vanuatu","7.7575","7.6051","8.5678","9.001","6.4704","7.5172","8.9273","7.6063","8.1595","6.8533","7.5003","4.7774","5.6648","7.8277","7.0085","7.5381","8.8642","9.3001","9.0405","7.385","9.3011","7.7333","8.2078","9.6372","8.2477","8.6303","8.3493","7.3829","5.8747","8.3965","6.1539","6.0261","5.9419","5.8675","6.1143","6.2279","7.7782","8.1951","5.9307","5.2448","5.6322","4.7824","4.7624","5.0466","4.9795","4.9251","4.9566","4.9724","4.9854","7.3492","6.8825","6.8791","7.5572","9.4095","8.6089","8.5593","6.8941","6.9013","6.9776","6.9572","6.9804","8.5923","8.4936"
862,"VEN","Venezuela","1.4031","1.5674","1.5554","1.726","1.8984","1.9198","2.0751","2.0852","2.1547","2.3097","2.2586","2.1264","2.1999","2.3936","2.5771","2.208","2.9181","2.7388","2.837","2.7881","2.6791","2.74","2.6862","2.7865","3.1559","3.6687","3.744","3.9694","3.8118","3.6166","3.9111","3.8712","3.9059","4.0496","4.2364","4.2194","4.4618","4.4382","4.5364","5.2168","5.4104","4.9845","5.7129","5.9778","5.9964","6.4713","6.46","6.3055","6.1526","6.2598","6.2327","5.8131","6.1987","5.9968","4.8166","4.4379","4.2775","3.7714","3.4968","4.688","4.4104","4.0406","4.2285"
704,"VNM","Viet Nam","5.3135","5.6925","5.5996","5.6882","5.5501","5.0598","5.3776","4.9433","5.1508","5.779","5.913","6.0414","6.2167","6.171","5.7978","6.5775","6.0463","5.83","6.6001","6.9045","7.2632","8.1875","8.375","8.8803","9.3053","9.5468","9.3113","10.2365","11.1881","11.2723","11.5284","12.0848","12.6468","13.068","14.0884","14.5412","14.715","15.0808","15.4758","15.2592","14.1629","15.3057","15.5466","15.8571","15.5224","15.7122","16.15","16.7354","16.5848","16.3797","17.1651","18.0909","18.2608","18.6135","16.7082","16.1431","16.1217","16.5516","16.0931","15.9274","16.2828","16.1016","16.4652"
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen","3.0387","3.1281","3.2167","3.189","3.2681","2.8886","2.8693","2.7862","2.8242","2.6661","3.0952","2.7999","3.1334","3.0318","3.8207","3.4445","2.9855","2.8316","3.4429","3.3387","3.4979","3.37","2.2791","2.3245","2.1765","3.0371","3.084","3.3919","3.6141","2.9744","2.1282","3.4941","3.0942","2.9409","3.0208","2.7","2.816","3.4195","3.1627","3.1775","3.463","3.0282","3.0283","2.4712","2.7355","3.2878","3.9239","3.4633","3.7384","4.3591","4.1258","4.2757","4.1296","4.0028","3.2127","2.9462","2.8019","2.6186","3.2979","4.1026","4.6179","3.4947","3.2454"
894,"ZMB","Zambia","1.0933","1.0701","0.989","1.0926","1.1438","1.247","1.2314","1.1781","1.1991","1.0362","1.4156","1.7682","1.3664","1.5202","1.9618","2.1963","2.1406","1.9415","1.6286","1.6954","1.7245","1.3944","1.6471","1.6936","1.9145","2.0357","1.8017","2.8849","2.6586","1.8243","2.0371","1.2242","2.6436","1.9378","1.53","2.4157","2.0091","1.6289","2.2517","2.1528","1.9885","1.981","2.5404","2.6892","2.8255","2.9226","2.9299","2.7089","3.3845","4.3175","4.5077","4.5669","4.1822","4.6505","3.9663","4.355","5.0636","4.0326","3.58","4.7235","5.1354","4.5172","5.7616"
