"code","iso","country","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022","GHI.raw.2023","GHI.raw.2024"
496,"MNG","Mongolia",1.37585319762529e-06,1.38731477695364e-06,1.47367532702811e-06,1.39108338321746e-06,1.56205254973232e-06,1.57420294649033e-06,1.72773967815571e-06,1.9312518192991e-06,1.97621164524719e-06,1.56516266134305e-06,1.366645588711e-06,1.55446126143217e-06,1.76960817766202e-06,1.89715914404715e-06,1.88255815330314e-06,1.80882905957129e-06,1.62615890948466e-06,1.7024990297714e-06,1.93999775865918e-06,2.01992945561978e-06
499,"MNE","Montenegro",2.94497001259631e-07,2.79222122391261e-07,2.61769333905626e-07,2.81682708389744e-07,2.14574490945316e-07,2.73032376666839e-07,2.58355194425103e-07,2.47587518503457e-07,2.35296045162119e-07,2.265623261151e-07,2.34809134370916e-07,2.11433281601183e-07,2.13408802344909e-07,2.23117861048409e-07,2.20005280748517e-07,2.49878874172363e-07,2.19667115180591e-07,2.07033605777418e-07,1.87898763731121e-07,1.79725935489726e-07
504,"MAR","Morocco",3.74581086972231e-07,3.58777320480077e-07,3.60924333343014e-07,3.54726891550812e-07,3.42076533600449e-07,3.4832924355142e-07,3.36643339533441e-07,3.36658806948104e-07,3.25640874503325e-07,3.21126265255638e-07,3.1442883339034e-07,3.14392889253577e-07,3.11581810351751e-07,3.08313936954227e-07,3.2275593630217e-07,3.36257923083576e-07,3.3167259387684e-07,3.26462585849443e-07,3.12174607695366e-07,3.0209579657527e-07
508,"MOZ","Mozambique",6.62937458566366e-07,5.89995637965648e-07,5.68937900404283e-07,5.25569398974522e-07,4.81212195312712e-07,4.72288458253528e-07,5.90125469501894e-07,6.16829109488685e-07,6.1976198671466e-07,7.16794188532065e-07,6.11623207144035e-07,6.41190993684067e-07,6.42512480267748e-07,6.9531240054673e-07,6.19173199896169e-07,5.76223016626243e-07,6.35313688757327e-07,6.98519403089559e-07,6.34679239919462e-07,6.10500047509672e-07
104,"MMR","Myanmar",9.00294729672969e-07,8.48483551310395e-07,7.70447384118372e-07,6.86927368297892e-07,6.31328548346465e-07,5.97345710759002e-07,5.62606581739752e-07,5.02703195338304e-07,4.74579693777714e-07,4.59215964553762e-07,4.58095280726937e-07,4.37283738455587e-07,4.37051910901988e-07,3.71870681672087e-07,3.44932432458542e-07,3.85808415334766e-07,4.2309671912656e-07,4.1690283975518e-07,4.03266339071307e-07,4.04600977747093e-07
516,"NAM","Namibia",5.77755360840995e-07,4.73326348357944e-07,4.35453929307449e-07,4.67710589211992e-07,4.59809408864665e-07,4.23591738653047e-07,4.13156071033782e-07,4.54933383341075e-07,3.84350153996272e-07,3.85034745725706e-07,3.75736173803663e-07,4.12637955451717e-07,4.02299592507708e-07,3.9159672036281e-07,4.02531810554577e-07,4.14680258913924e-07,4.37094419426129e-07,4.16579077970272e-07,4.51916948631811e-07,4.45555051171289e-07
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",4.35629402009401e-07,4.13826909086952e-07,4.14444388316368e-07,4.08163494770116e-07,4.04196829356939e-07,4.02024031880701e-07,4.02343552248571e-07,3.84626826200977e-07,3.92643546277114e-07,3.81260172109234e-07,3.59076142943935e-07,3.99016055021401e-07,3.8624625999446e-07,3.77610852672496e-07,3.46104101759041e-07,3.78506283327802e-07,3.60184874611062e-07,3.53169667748145e-07,3.08731668686062e-07,2.93460523819423e-07
528,"NLD","Netherlands",2.28714466400982e-07,2.16769029047732e-07,2.07381308885832e-07,2.00326493681119e-07,2.01869053247486e-07,2.11244062737111e-07,1.9395005900771e-07,1.92012798540317e-07,1.91305193969633e-07,1.80691396510412e-07,1.83338567138128e-07,1.79521424169818e-07,1.7127118635672e-07,1.62463587466631e-07,1.54061810203258e-07,1.45865475438898e-07,1.39276830282866e-07,1.22421462387199e-07,1.14332164496878e-07,1.11077315446362e-07
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",5.21714543978495e-07,5.08963072942783e-07,4.88630540167117e-07,4.92169042874549e-07,4.78899223610915e-07,4.75276802829283e-07,4.63336778879657e-07,4.64755616042618e-07,4.45373145497601e-07,4.3327323333226e-07,4.14156440504567e-07,3.92009776920166e-07,3.84547061652287e-07,3.70087882261519e-07,3.64765078084519e-07,3.51515311381728e-07,3.36894617620184e-07,3.11995340279986e-07,3.00282153925396e-07,2.98444318606872e-07
558,"NIC","Nicaragua",4.44631863739471e-07,4.43692137921021e-07,4.29650582061679e-07,4.10936232039368e-07,4.3267936436499e-07,4.22824928498257e-07,4.28645083630363e-07,4.08866953787644e-07,3.99151861936108e-07,3.95177656697538e-07,4.07930232063504e-07,3.89793123209635e-07,3.75577522371117e-07,3.82031981712583e-07,4.01333866849188e-07,4.08738864770628e-07,3.8395869119783e-07,3.74683476688074e-07,3.64213649829928e-07,3.55302404258514e-07
562,"NER","Niger",1.15904762398349e-06,1.13197821501025e-06,1.14146329061175e-06,1.10625675104346e-06,1.13205316883137e-06,1.02859520480826e-06,1.0452470082641e-06,1.01392183784937e-06,1.02263162849765e-06,1.0050665212464e-06,9.9726742167238e-07,9.84385949473007e-07,9.83164496110266e-07,9.45457621435579e-07,9.52189967756859e-07,9.75597313025256e-07,9.9005966298098e-07,9.39916793358307e-07,8.9543950964971e-07,8.33317508668111e-07
566,"NGA","Nigeria",3.65500196437768e-07,3.16197099913505e-07,2.73710612396586e-07,2.58501249080651e-07,2.27009273065435e-07,2.42972380329007e-07,2.48513896788273e-07,2.29637349596314e-07,2.14612392324396e-07,2.07665630120458e-07,1.94402952499526e-07,1.94955440032615e-07,1.94181877242573e-07,1.90946926119076e-07,2.03791243894091e-07,2.04517592104118e-07,2.14432911276648e-07,1.92675099270509e-07,1.88695371315614e-07,1.88345640587274e-07
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",4.20138133737423e-07,3.91539430795278e-07,3.81457323411298e-07,3.61220369531229e-07,3.38436760607914e-07,3.28820061169799e-07,3.43960112972164e-07,3.34385861399383e-07,2.93275771218733e-07,2.75430859296732e-07,2.53105425309953e-07,2.43496541702583e-07,2.55955812606116e-07,2.37108068322964e-07,2.51032606506172e-07,2.48090049938704e-07,2.23171228827588e-07,2.37627745408386e-07,2.29959885299623e-07,2.0624919677519e-07
578,"NOR","Norway",1.52603859383933e-07,1.50752867088936e-07,1.51683300413438e-07,1.47458093532629e-07,1.43760496063658e-07,1.49580938720537e-07,1.44627743079376e-07,1.39720234278435e-07,1.39711827507735e-07,1.3717665984425e-07,1.35858293772775e-07,1.3227057372928e-07,1.27431289388163e-07,1.26759093219251e-07,1.21356655477134e-07,1.19320945270709e-07,1.14705755326289e-07,1.10283935273909e-07,1.05764730628553e-07,1.00071257963352e-07
512,"OMN","Oman",5.88946688427958e-07,6.21978657343205e-07,6.2105852094915e-07,5.8959295775309e-07,5.31359894270634e-07,5.69726528405134e-07,6.02725004656336e-07,6.00129899748921e-07,5.94659980575447e-07,5.92907431944058e-07,5.82268876791745e-07,5.50796633057184e-07,5.47847471072227e-07,5.67943963205603e-07,5.83078306300455e-07,6.01457329630015e-07,6.08601945198498e-07,5.93086107972206e-07,5.94486408636795e-07,5.95851870803862e-07
586,"PAK","Pakistan",4.40289862309567e-07,4.39451641301464e-07,4.41389073659627e-07,4.40378292954201e-07,4.34510676807925e-07,4.24410924997392e-07,4.25746809628758e-07,4.16833411399168e-07,4.08262732959887e-07,4.02714559407811e-07,3.82404863651874e-07,3.99578150194113e-07,4.19786097972274e-07,3.94164960825777e-07,3.7918975783812e-07,4.1387889515848e-07,4.17378025432701e-07,3.78147410118298e-07,3.69050758265926e-07,3.59116178137573e-07
585,"PLW","Palau",9.5133896240936e-07,9.50336315576691e-07,9.41878819538887e-07,8.61165541274323e-07,9.70259551780047e-07,9.95014596932359e-07,9.63870993282484e-07,1.04940740240485e-06,8.95918407134384e-07,8.24167918681939e-07,7.21259248236395e-07,7.2763434648822e-07,7.78340459881976e-07,7.70166383268919e-07,7.89193584052071e-07,8.29268512139846e-07,9.72211950584876e-07,9.88420371682594e-07,9.62075223298165e-07,1.07761995009843e-06
591,"PAN","Panama",2.1363239376703e-07,2.0424672492575e-07,1.777239836426e-07,1.59768672875561e-07,1.74145480837189e-07,1.77309204756932e-07,1.70181497071936e-07,1.51775811522164e-07,1.50196269341865e-07,1.45924835115981e-07,1.37636146109132e-07,1.30257076023188e-07,1.1758440185991e-07,1.11068646253985e-07,1.31775917312809e-07,1.10188732950387e-07,1.22409748244096e-07,1.22098200123585e-07,1.22858183834255e-07,1.18113677399568e-07
598,"PNG","Papua New Guinea",4.73279606506241e-07,4.73963556256534e-07,4.70827608020385e-07,4.59311175739315e-07,3.58551737638707e-07,2.93038350916491e-07,3.1124548289997e-07,2.65491126132569e-07,2.64191897778971e-07,2.9800866938556e-07,3.01048131565765e-07,3.05052190746186e-07,2.82550312245674e-07,3.04011917226521e-07,2.94476430841924e-07,3.12752034556841e-07,3.14418839949672e-07,3.15626022675623e-07,3.08189019144808e-07,2.99390802626978e-07
600,"PRY","Paraguay",4.5314433392354e-07,4.59772634873733e-07,4.74283804700703e-07,4.56805809762115e-07,4.97792443603009e-07,4.87795567674204e-07,4.72464047093278e-07,4.91048408902258e-07,4.60104615731137e-07,4.63570533569625e-07,4.46247428273659e-07,4.3500524231258e-07,4.25635467658321e-07,4.11071613458776e-07,4.16554694727205e-07,4.20110513650023e-07,4.08200875241423e-07,3.89210574279719e-07,3.7197374608153e-07,3.61198997133767e-07
604,"PER","Peru",2.31484906960529e-07,2.07527145156869e-07,2.13482907440064e-07,2.00310688526401e-07,2.1171241688312e-07,2.05224837957808e-07,1.93912390715989e-07,1.91269335407266e-07,1.76161057258113e-07,1.87580511575828e-07,1.81956914871655e-07,1.82163432508131e-07,1.82694076972638e-07,1.7822626525976e-07,1.81933271318524e-07,1.77578330858181e-07,1.84290183638045e-07,1.88479992982935e-07,1.92254965851087e-07,1.94594691195178e-07
608,"PHL","Philippines",2.89437447713614e-07,2.62369551834219e-07,2.59358970332554e-07,2.62361174867927e-07,2.59378640636342e-07,2.52418894977429e-07,2.46528463488504e-07,2.37915124506933e-07,2.3617037398921e-07,2.3076622395507e-07,2.30955754715579e-07,2.30599696665484e-07,2.3411931042806e-07,2.26921893634073e-07,2.18101057519306e-07,2.30837521958428e-07,2.28344948074589e-07,2.22993105442876e-07,2.21180547304481e-07,2.21188249885868e-07
616,"POL","Poland",5.03465949507834e-07,4.89470677456692e-07,4.55342222974349e-07,4.26662442414444e-07,3.99218518451501e-07,4.05382721982825e-07,3.83658955390249e-07,3.72464140217305e-07,3.65122847736238e-07,3.39626447320745e-07,3.27222513191406e-07,3.26762671501212e-07,3.2080229664185e-07,3.0095180016249e-07,2.74186213413834e-07,2.67818265907699e-07,2.69541189731508e-07,2.44856581038858e-07,2.2243676190177e-07,2.08687569853335e-07
620,"PRT","Portugal",2.29043837247895e-07,2.13037847935282e-07,2.01209864825802e-07,1.93836068909571e-07,1.92393435299126e-07,1.77672310347601e-07,1.78008638420439e-07,1.80858545878672e-07,1.77804965249005e-07,1.76598470965127e-07,1.86469096630994e-07,1.77949710619387e-07,1.85817620877747e-07,1.71220341215228e-07,1.58423954913924e-07,1.56926228717839e-07,1.44957768497138e-07,1.35669048492576e-07,1.24378439942538e-07,1.17248874885066e-07
634,"QAT","Qatar",7.7788320308748e-07,7.26823107272292e-07,6.2493993076881e-07,5.44574043068197e-07,5.0321954473589e-07,4.53529421057027e-07,4.44001880797411e-07,4.7266006003573e-07,4.42996863901102e-07,4.21664710561929e-07,4.09672121104194e-07,3.92067790149836e-07,4.45103170226338e-07,4.2993050281224e-07,4.20543463056691e-07,4.37772603611435e-07,4.42067893609019e-07,4.42808731129676e-07,4.71083997631882e-07,4.81705014054733e-07
178,"COG","Republic of Congo",6.6572824180983e-07,6.77031851521711e-07,6.24188924918548e-07,5.76716961543595e-07,5.69141836582108e-07,5.68484114842943e-07,5.3382173485355e-07,4.7600902699453e-07,4.64849039049407e-07,4.3934944557684e-07,4.27730237986696e-07,4.67389857933454e-07,5.35685119887329e-07,6.41875685228679e-07,6.62687859116221e-07,6.83513342096527e-07,6.27840557532782e-07,6.51154844365784e-07,6.39424407797829e-07,6.28467655151815e-07
642,"ROU","Romania",3.07437489281728e-07,2.9094829287849e-07,2.8256247766155e-07,2.54473283381465e-07,2.28691503108225e-07,2.32724366261082e-07,2.36716940055151e-07,2.25985871994498e-07,2.04718583733533e-07,1.98720867916041e-07,1.89744897453543e-07,1.83563397990948e-07,1.74985731619259e-07,1.66166655944967e-07,1.5497063426801e-07,1.56208938722095e-07,1.53303994482784e-07,1.39870506066302e-07,1.29042526213159e-07,1.28681857080643e-07
643,"RUS","Russia",4.99815370405292e-07,4.75813431716584e-07,4.40704554717192e-07,4.25810903609481e-07,4.35340632776964e-07,4.38141060862214e-07,4.31913595599279e-07,4.22588613031013e-07,4.04380571546807e-07,4.02129452350942e-07,4.11340228587233e-07,4.1160467653211e-07,4.14086114190491e-07,4.15875881349782e-07,4.06860361200676e-07,4.02773591793556e-07,3.91104218311561e-07,3.97705604686133e-07,3.92119458916923e-07,3.83931043148983e-07
646,"RWA","Rwanda",3.65924363209214e-07,3.54994540673839e-07,3.44237371425138e-07,3.22018983517628e-07,3.11909378166145e-07,3.05190730552176e-07,2.81918048329063e-07,2.67327968817011e-07,2.62304364660238e-07,2.51303673873224e-07,2.55396653524454e-07,2.40957145329496e-07,2.37649225910059e-07,2.2712344492215e-07,2.14260221425088e-07,2.2740528473132e-07,2.11288428495909e-07,1.99901080298057e-07,1.86686643351967e-07,1.7137081270737e-07
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",2.27792326527657e-07,2.25219685318409e-07,2.38593104574545e-07,2.1563628729754e-07,2.26519379610312e-07,2.26779208736742e-07,2.2891448963991e-07,2.20471345191325e-07,2.0861790019143e-07,1.9611601623963e-07,1.98302057451948e-07,1.95981031777993e-07,1.98173357236661e-07,2.00128141125808e-07,2.0256411631463e-07,2.24832033198488e-07,2.23104205096838e-07,2.18447946009474e-07,2.08101356071907e-07,2.15259249916592e-07
662,"LCA","Saint Lucia",1.55331003742843e-07,1.52349128918863e-07,1.52017570882888e-07,1.45532566064476e-07,1.49713777756353e-07,1.65377264294687e-07,1.59340560456645e-07,1.61610675168575e-07,1.65181542243149e-07,1.64542072064592e-07,1.63037266710514e-07,1.56382452228726e-07,1.58715936088239e-07,1.58570748193793e-07,1.5904537036091e-07,2.06741645502785e-07,1.91205090525569e-07,1.63353889924312e-07,1.6039134789357e-07,1.59838496630403e-07
882,"WSM","Samoa",3.2826985207802e-07,3.18172756498753e-07,3.2050085041461e-07,2.91931719283648e-07,3.05182899433914e-07,3.13722801470688e-07,3.1102348304449e-07,3.2688743615839e-07,3.29787854433752e-07,3.37150801712479e-07,3.54704869858729e-07,3.22954959136814e-07,3.07670097171239e-07,2.97756469545744e-07,2.87808712122774e-07,2.69699674563372e-07,3.31266222803184e-07,2.96964938341409e-07,2.54233157829544e-07,2.47520256708341e-07
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",2.02645457550498e-07,1.91945039502586e-07,1.85865535382064e-07,1.81683213231356e-07,1.87398855741833e-07,2.02481228567027e-07,1.92126747117434e-07,1.99669618054691e-07,1.92709317865935e-07,2.0390119848456e-07,2.09386358306603e-07,2.11277667713985e-07,1.98642455311166e-07,1.90832592789499e-07,1.95253083534078e-07,1.88874729255062e-07,1.84041990468551e-07,1.79840223034143e-07,1.83416798477655e-07,1.83883126157531e-07
682,"SAU","Saudi Arabia",4.61102853170006e-07,4.77170617536245e-07,4.49187760481595e-07,4.62087914009106e-07,4.91581767439745e-07,5.08671543910144e-07,4.50391516169653e-07,4.71283491859319e-07,4.44227257332484e-07,4.30589932828215e-07,4.37597602242622e-07,4.43258925074138e-07,4.40740624209908e-07,4.35022333522125e-07,4.5875008138909e-07,4.49218147990741e-07,4.45773476731826e-07,3.92376974652802e-07,3.9446117547007e-07,3.95008375742218e-07
686,"SEN","Senegal",4.23841364527382e-07,3.94445983896256e-07,4.1192792117528e-07,3.98641053228658e-07,4.14799564495177e-07,4.46687844923356e-07,4.67898003583898e-07,4.49633785212095e-07,4.50025266671613e-07,4.45527192998206e-07,4.54635762682418e-07,4.38629549049714e-07,4.22468923733194e-07,4.13283889713179e-07,4.19656254188484e-07,3.99334021285639e-07,3.96680862225853e-07,4.1343796760367e-07,4.00942167197119e-07,3.80086786518057e-07
688,"SRB","Serbia",5.6973371732281e-07,5.70840865663917e-07,5.16833869082209e-07,4.8066847020696e-07,4.47295107553113e-07,4.36083423963472e-07,4.60081046384994e-07,4.20758471045507e-07,4.28354342749012e-07,3.74191465009327e-07,4.21756867534544e-07,4.20667694822014e-07,4.14698784835787e-07,3.83883582720079e-07,3.68809985585304e-07,3.84208887318627e-07,3.40763611764178e-07,3.36111603952918e-07,3.13208265807058e-07,2.95303056713796e-07
690,"SYC","Seychelles",2.73074049086788e-07,2.53226476958604e-07,2.40787425484674e-07,2.54061104927979e-07,2.77794805464757e-07,2.62977687862834e-07,2.22426118937425e-07,2.24048270717767e-07,2.19317072221058e-07,2.31678689460012e-07,2.29670098382026e-07,2.2668274517564e-07,2.2004703914426e-07,2.15346971960776e-07,2.01812745639648e-07,2.31647513173079e-07,2.35912428637209e-07,2.15405257320013e-07,2.14501763659418e-07,2.11179829700985e-07
694,"SLE","Sierra Leone",3.35939003862571e-07,3.69776156879257e-07,3.19112553664529e-07,3.2343107279229e-07,3.43088812380861e-07,3.39506463875736e-07,3.38841125999881e-07,3.25209933367394e-07,3.0145064847808e-07,3.37270401103931e-07,3.35359643668111e-07,3.19761077521202e-07,3.09478102494186e-07,3.00018277361731e-07,2.94764912061485e-07,3.0839770152646e-07,3.34450131278161e-07,2.96172665146625e-07,2.97247871729093e-07,2.90099343656181e-07
702,"SGP","Singapore",1.37903935285999e-07,1.29218063546567e-07,1.17746213777324e-07,1.127965406075e-07,1.14427009773879e-07,1.10405455993686e-07,1.08880685612733e-07,1.01283912911805e-07,9.98901042366327e-08,9.82559937468258e-08,9.92617666761483e-08,9.57410316600181e-08,9.51530211227512e-08,9.32487671696023e-08,9.13452479561904e-08,9.2231276399045e-08,8.9753223392916e-08,8.55072130339193e-08,8.77112813474379e-08,8.87459872388159e-08
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",4.1299582451986e-07,3.79137776006341e-07,3.30442311921949e-07,3.16295634859263e-07,3.07064660918149e-07,2.96487837321673e-07,2.8897807194766e-07,2.70192291936084e-07,2.67424729759689e-07,2.47007723281688e-07,2.41295448259292e-07,2.3885856320946e-07,2.3837725756037e-07,2.29573290901619e-07,2.11907633969325e-07,2.04707727456188e-07,2.15028497005241e-07,1.9460224518364e-07,1.85954426404583e-07,1.74529560642899e-07
705,"SVN","Slovenia",3.1951642529443e-07,3.01852451842475e-07,2.83005744303485e-07,2.80839135430176e-07,2.73677106819259e-07,2.72215812004728e-07,2.70430330624414e-07,2.69496972991448e-07,2.62945060398214e-07,2.3243960809153e-07,2.28627626158679e-07,2.33929018258909e-07,2.24165189756705e-07,2.12065568817462e-07,1.9881952479751e-07,1.93569265582139e-07,1.79123196400639e-07,1.68779257523947e-07,1.57331481204931e-07,1.61290114986254e-07
90,"SLB","Solomon Islands",4.25688003159988e-07,4.2195160441525e-07,4.16833672164338e-07,4.04702770972822e-07,4.04809161243107e-07,3.80025563145148e-07,3.66030956223719e-07,3.58848998944207e-07,3.65229980751075e-07,3.3546571009389e-07,3.13022177407374e-07,2.97089320203175e-07,2.88593775485354e-07,2.85419783564802e-07,2.86816278921816e-07,2.99486740238079e-07,3.03066031304616e-07,3.13034022973535e-07,3.06810588906553e-07,3.07649959293955e-07
706,"SOM","Somalia",3.45182326333867e-06,3.14998437638513e-06,2.83246589689672e-06,2.70157671914502e-06,2.56433983614542e-06,2.43356816971325e-06,2.31290367415019e-06,2.18991506039417e-06,1.98484807930643e-06,1.83792023033599e-06,1.66978591912678e-06,1.5788679673178e-06,1.38746584210811e-06,1.38330867452158e-06,1.36918293846898e-06,1.43039347980437e-06,1.37716017381064e-06,1.35513628216241e-06,1.32406807038845e-06,1.27839467749777e-06
710,"ZAF","South Africa",8.28607471470255e-07,8.29752890272298e-07,8.17099040879116e-07,8.34144633637653e-07,8.17904241993468e-07,7.85516062670919e-07,7.70681223389063e-07,7.41366622724913e-07,7.17656947103858e-07,7.41611881290026e-07,7.00689003661113e-07,6.94808875362713e-07,6.75331461327247e-07,6.78206187596858e-07,6.9648524168297e-07,6.96948623492698e-07,6.70585658931143e-07,6.44463370232469e-07,6.49986726761338e-07,6.51905005061481e-07
410,"KOR","South Korea",3.51610190407376e-07,3.37277078430637e-07,3.30833620427585e-07,3.27727793525029e-07,3.28309885888616e-07,3.38387066612661e-07,3.40025470147872e-07,3.34540743192223e-07,3.27214815114983e-07,3.15142784271505e-07,3.07788854138613e-07,2.99891508287935e-07,2.97647944919839e-07,2.95122798825716e-07,2.79120521491351e-07,2.63564968429683e-07,2.5983553356144e-07,2.49885880525308e-07,2.39102375370698e-07,2.32645214727632e-07
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",2.35461618345152e-07,2.22524569608275e-07,2.2050641281614e-07,2.01808296079643e-07,1.8977706965023e-07,1.82671749445795e-07,1.8313893074634e-07,1.85335796598163e-07,1.74039497575015e-07,1.72111973368003e-07,1.7123955480307e-07,1.61434578543035e-07,1.62915686550101e-07,1.56318873427322e-07,1.4478773879774e-07,1.42480450160677e-07,1.41759660971385e-07,1.3501675879809e-07,1.22657929323244e-07,1.20496287943099e-07
144,"LKA","Sri Lanka",1.52767561562491e-07,1.41363435614315e-07,1.33503738394268e-07,1.3040635104762e-07,1.29028967815356e-07,1.2415910317457e-07,1.21111693154182e-07,1.15593347017493e-07,1.07405588335933e-07,1.08403773068745e-07,1.16277529851003e-07,1.18328513350435e-07,1.06447161485201e-07,1.01374320992416e-07,1.04037936302867e-07,1.09866958371452e-07,1.06584969206049e-07,1.07049154853015e-07,1.13299992932766e-07,1.14147762570541e-07
670,"VCT","St. Vincent and the Grenadines",1.94505687505111e-07,1.8227364806517e-07,1.89097489735371e-07,1.76729424395822e-07,2.19189224714317e-07,1.91223524835507e-07,1.88295319970467e-07,1.95619967388714e-07,1.79762035720732e-07,2.04407439327713e-07,1.84350258822108e-07,1.81351429990671e-07,1.60679455866891e-07,1.729422557707e-07,1.59094902344999e-07,1.7733776411453e-07,1.71365394750212e-07,1.7384133329502e-07,1.6491665391204e-07,1.63537952985794e-07
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",6.98833907111213e-07,6.64681361446302e-07,6.51057089973389e-07,6.33654707204117e-07,6.62265336552756e-07,6.38200980168648e-07,6.43952282721415e-07,7.85981811121832e-07,7.89016653938908e-07,7.33853959393587e-07,7.29577494999152e-07,7.45432068682699e-07,7.42885292109515e-07,7.90259293349836e-07,8.18915581720135e-07,8.43982828647799e-07,8.56596400395928e-07,8.6616224304082e-07,1.21695837395691e-06,1.23240388783117e-06
740,"SUR","Suriname",2.48728054967884e-07,2.52787960537481e-07,2.42909429750615e-07,2.52458470648197e-07,2.586478589389e-07,2.778677369445e-07,2.93425393284171e-07,2.65018047504328e-07,3.07092544168638e-07,3.12389955425047e-07,2.86326208640788e-07,3.19374228480808e-07,2.75606842210364e-07,2.35183203597859e-07,2.74858580739335e-07,3.49341675050551e-07,3.3474047380323e-07,3.33848587470936e-07,3.29125383337791e-07,3.33340154504201e-07
752,"SWE","Sweden",1.46680676025018e-07,1.39246926987795e-07,1.33134283986685e-07,1.29261407257184e-07,1.27315308705341e-07,1.31860482281223e-07,1.20340512008051e-07,1.15922371267132e-07,1.11373070397739e-07,1.05517876184015e-07,1.00808597895577e-07,9.87700955430333e-08,9.53267423782982e-08,9.23734107258907e-08,8.86766350879913e-08,8.4122191062106e-08,8.24205965474116e-08,7.76401738343048e-08,7.7826221272611e-08,7.9364616878177e-08
756,"CHE","Switzerland",1.05328476116171e-07,1.00003245558074e-07,9.25922654194229e-08,9.27631069714984e-08,9.26611098205929e-08,9.24786370929198e-08,8.40195683087262e-08,8.52376456472628e-08,8.56839948715096e-08,7.7488771957826e-08,7.55108207050905e-08,7.46007612549786e-08,7.21854294604677e-08,6.82814882963545e-08,6.72218732906124e-08,6.50916195154754e-08,6.39519542776948e-08,5.78790080142164e-08,5.61592105524303e-08,5.56317756242741e-08
760,"SYR","Syria",4.72977836100305e-07,4.61324629794792e-07,5.09319627153973e-07,4.83082837862751e-07,4.39516271222254e-07,4.08803007002035e-07,3.82803054726556e-07,4.0850927377097e-07,4.23585058768345e-07,4.72035475110966e-07,4.51723898417081e-07,4.61088571461271e-07,5.17308442175889e-07,4.68475151596428e-07,4.82854789266471e-07,4.80319019541757e-07,4.6990724794822e-07,4.58559580482853e-07,NA,NA
158,"TWN","Taiwan",3.84485732590164e-07,3.54941525515093e-07,3.40331260960754e-07,3.19829618932431e-07,3.0558528737923e-07,2.83910133893819e-07,2.79340500039746e-07,2.68491843121344e-07,2.62939390553061e-07,2.53704731976193e-07,2.48689161749789e-07,2.4581025846696e-07,2.41304035398151e-07,2.3454320900462e-07,2.20771142578517e-07,2.11639107533456e-07,2.06202776059909e-07,1.94730002467865e-07,1.88101662301358e-07,1.76830704532087e-07
762,"TJK","Tajikistan",8.05221438218374e-07,7.93142540158612e-07,8.30577093094528e-07,6.9478697819529e-07,6.40223004855582e-07,5.98336111470287e-07,5.45030417852893e-07,5.59432240806852e-07,5.25059085739731e-07,5.71957237161047e-07,5.82694790537735e-07,5.8458988294012e-07,5.9162579801436e-07,5.89966147536657e-07,5.71542402290088e-07,5.77016234179251e-07,5.30914119977578e-07,5.26347691593522e-07,4.81813297136368e-07,4.55165120069568e-07
834,"TZA","Tanzania",5.2651027749791e-07,5.11979127534888e-07,4.81508890582298e-07,4.71666853598845e-07,4.54532288047803e-07,4.52600846722042e-07,4.56113188661851e-07,4.64305916313765e-07,4.62812908076995e-07,4.45207941227796e-07,4.4097605907552e-07,4.24187632587801e-07,4.00350122752925e-07,3.85113902063202e-07,3.89109954725726e-07,3.93731311927674e-07,3.90960280426259e-07,3.928832439236e-07,4.15792602145116e-07,4.0594570328416e-07
