"code","iso","country","RLI.raw.2000","RLI.raw.2001","RLI.raw.2002","RLI.raw.2003","RLI.raw.2004","RLI.raw.2005","RLI.raw.2006","RLI.raw.2007","RLI.raw.2008","RLI.raw.2009","RLI.raw.2010","RLI.raw.2011","RLI.raw.2012","RLI.raw.2013","RLI.raw.2014","RLI.raw.2015","RLI.raw.2016","RLI.raw.2017","RLI.raw.2018","RLI.raw.2019","RLI.raw.2020","RLI.raw.2021","RLI.raw.2022","RLI.raw.2023","RLI.raw.2024","RLI.raw.2025"
740,"SUR","Suriname","0.92813","0.91154","0.89459","0.87798","0.86135","0.84469","0.82816","0.81121","0.79494","0.79485","0.79474","0.79472","0.7947","0.79469","0.79468","0.79467","0.79465","0.79462","0.79459","0.79457","0.79455","0.79454","0.79452","0.79452","0.79452","0.79451"
752,"SWE","Sweden","0.99044","0.99042","0.99039","0.99036","0.99034","0.99011","0.98989","0.98966","0.98944","0.9892","0.98897","0.98883","0.98883","0.98883","0.98915","0.98947","0.98979","0.98987","0.98995","0.99003","0.99011","0.99018","0.99024","0.99031","0.99036","0.99037"
756,"CHE","Switzerland","0.97335","0.97257","0.97167","0.97081","0.96995","0.96923","0.96844","0.96772","0.96708","0.9663","0.96552","0.96491","0.96433","0.96397","0.9636","0.96328","0.96298","0.96249","0.96194","0.96127","0.96074","0.95996","0.95942","0.95891","0.95828","0.95758"
760,"SYR","Syria","0.92875","0.92457","0.92066","0.91688","0.91318","0.9094","0.90559","0.90207","0.89997","0.89792","0.89611","0.89425","0.89283","0.89154","0.89007","0.88823","0.887","0.88492","0.88289","0.88198","0.87888","0.87819","0.87614","0.87443","0.87261","0.87057"
158,"TWN","Taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,"TJK","Tajikistan","0.98842","0.98824","0.9879","0.9876","0.98758","0.98747","0.9878","0.98787","0.98788","0.98789","0.98791","0.98794","0.98796","0.98796","0.98797","0.98795","0.98794","0.98793","0.98791","0.98788","0.98784","0.98775","0.98767","0.98758","0.98752","0.98747"
834,"TZA","Tanzania","0.84444","0.84384","0.84311","0.84249","0.84183","0.84115","0.84071","0.83989","0.83858","0.83694","0.83511","0.83303","0.83059","0.82824","0.82622","0.8241","0.8219","0.81972","0.81787","0.81564","0.81319","0.8112","0.80939","0.807","0.80455","0.80246"
764,"THA","Thailand","0.90994","0.9084","0.90717","0.90573","0.9046","0.90338","0.90217","0.90025","0.89769","0.89481","0.89123","0.88764","0.88369","0.88017","0.87646","0.87273","0.86895","0.86555","0.8618","0.85817","0.85469","0.85142","0.84769","0.84405","0.84048","0.83616"
626,"TLS","Timor-Leste","0.91534","0.91429","0.91336","0.91238","0.91201","0.91128","0.91039","0.9093","0.90779","0.90556","0.9029","0.90051","0.89721","0.89473","0.89127","0.88835","0.88534","0.88229","0.87917","0.87679","0.87336","0.87061","0.86779","0.8645","0.8619","0.85851"
768,"TGO","Togo","0.93888","0.93869","0.93894","0.93853","0.93866","0.93848","0.93844","0.93812","0.93766","0.93746","0.93736","0.93676","0.9362","0.93539","0.93478","0.93409","0.93361","0.93305","0.93243","0.93183","0.93127","0.93069","0.93034","0.92977","0.92919","0.92851"
776,"TON","Tonga","0.81382","0.814","0.81421","0.81506","0.81464","0.81427","0.81356","0.81207","0.8101","0.80681","0.80316","0.80003","0.79679","0.79283","0.78915","0.7851","0.78158","0.77784","0.77489","0.77158","0.76761","0.76392","0.76023","0.75637","0.75355","0.7501"
780,"TTO","Trinidad and Tobago","0.79319","0.78868","0.7832","0.77895","0.77409","0.76925","0.76438","0.75954","0.75908","0.75881","0.75855","0.75832","0.75806","0.75784","0.75758","0.75748","0.75708","0.7569","0.75678","0.75654","0.75633","0.75612","0.7559","0.75567","0.75562","0.75539"
788,"TUN","Tunisia","0.94213","0.93818","0.93418","0.93031","0.92648","0.92283","0.9191","0.9166","0.91368","0.9112","0.90903","0.90664","0.90484","0.90247","0.90048","0.89906","0.89707","0.8954","0.89409","0.89211","0.89004","0.88823","0.88578","0.8846","0.88218","0.88088"
792,"TUR","Turkiye","0.89156","0.88759","0.88301","0.88002","0.87514","0.87168","0.8673","0.8631","0.86004","0.85736","0.8549","0.85234","0.85023","0.84848","0.84611","0.84432","0.84219","0.84005","0.83781","0.83539","0.83355","0.83131","0.82876","0.82637","0.82427","0.8224"
795,"TKM","Turkmenistan","0.98161","0.98107","0.98054","0.98","0.97961","0.97937","0.97912","0.97901","0.97891","0.97881","0.97869","0.97859","0.97845","0.97836","0.97826","0.97815","0.97803","0.97796","0.97789","0.97784","0.97777","0.9777","0.97764","0.97753","0.97747","0.97734"
796,"TCA","Turks and Caicos Islands","0.86391","0.85675","0.84895","0.84179","0.83447","0.82711","0.81976","0.81248","0.80558","0.8052","0.80504","0.80491","0.8047","0.80446","0.80414","0.80386","0.80349","0.80337","0.80322","0.80327","0.80318","0.80327","0.80327","0.80333","0.8034","0.80352"
798,"TUV","Tuvalu","0.90115","0.89911","0.8973","0.89575","0.8941","0.89237","0.89116","0.88879","0.88706","0.88384","0.88011","0.87677","0.87358","0.87001","0.86638","0.86379","0.86112","0.85859","0.85513","0.85228","0.84909","0.84602","0.84334","0.83989","0.83708","0.83393"
800,"UGA","Uganda","0.94274","0.94274","0.9427","0.9426","0.94269","0.94261","0.94269","0.94243","0.94243","0.9423","0.94227","0.9421","0.94208","0.94202","0.94183","0.94189","0.94187","0.94184","0.94173","0.94169","0.94175","0.9418","0.94191","0.94202","0.942","0.94199"
804,"UKR","Ukraine","0.90003","0.89951","0.89894","0.89835","0.89787","0.89754","0.89718","0.89688","0.89662","0.89635","0.89604","0.89586","0.89567","0.89552","0.89544","0.89535","0.89527","0.89516","0.89498","0.89483","0.89463","0.89447","0.89427","0.89408","0.89383","0.8937"
784,"ARE","United Arab Emirates","0.90569","0.9056","0.90549","0.90541","0.90532","0.90522","0.90511","0.90499","0.90431","0.90251","0.90049","0.89848","0.89605","0.89337","0.89057","0.88852","0.88604","0.88391","0.88182","0.87967","0.87757","0.87552","0.87346","0.87133","0.86993","0.86773"
826,"GBR","United Kingdom","0.96329","0.96258","0.96189","0.96117","0.96049","0.96027","0.9601","0.95997","0.95979","0.9597","0.95961","0.95951","0.95936","0.95918","0.95901","0.95882","0.95875","0.95872","0.95875","0.95882","0.95891","0.95897","0.95903","0.95907","0.95911","0.95916"
840,"USA","United States of America","0.86028","0.85748","0.85417","0.85132","0.84785","0.84463","0.84134","0.83841","0.83613","0.83458","0.83344","0.83274","0.83207","0.83107","0.82979","0.82895","0.8282","0.8273","0.82657","0.82582","0.82516","0.82459","0.82393","0.82333","0.82265","0.82214"
858,"URY","Uruguay","0.90566","0.90602","0.90631","0.90676","0.90721","0.90772","0.90821","0.90857","0.90912","0.9095","0.90982","0.91016","0.91049","0.91073","0.9111","0.91136","0.91168","0.91199","0.91224","0.91259","0.91291","0.9132","0.91345","0.91379","0.91396","0.91421"
860,"UZB","Uzbekistan","0.97565","0.9751","0.97454","0.97425","0.97403","0.97381","0.97366","0.97364","0.97375","0.97374","0.97372","0.97369","0.9736","0.97355","0.97345","0.97339","0.97332","0.97327","0.97325","0.97323","0.97319","0.97316","0.97311","0.97305","0.97302","0.97294"
548,"VUT","Vanuatu","0.79847","0.79608","0.79366","0.79123","0.78901","0.78642","0.78392","0.78177","0.77945","0.77627","0.77286","0.77","0.76683","0.76355","0.76063","0.75758","0.75431","0.75126","0.7483","0.74485","0.74202","0.73891","0.73569","0.7322","0.72954","0.72731"
862,"VEN","Venezuela","0.83016","0.82445","0.81973","0.81436","0.80842","0.80304","0.79619","0.79082","0.78669","0.78384","0.78186","0.78067","0.77935","0.77781","0.77656","0.77516","0.77388","0.77257","0.77115","0.76982","0.76842","0.76707","0.76578","0.76448","0.76323","0.7619"
704,"VNM","Viet Nam","0.84353","0.84203","0.84056","0.83908","0.83766","0.83607","0.83467","0.83295","0.83085","0.82797","0.82467","0.82161","0.81797","0.81569","0.81208","0.80874","0.80537","0.80139","0.79792","0.79429","0.79035","0.78742","0.78389","0.78089","0.77759","0.7742"
876,"WLF","Wallis and Futuna Islands","0.9177","0.91634","0.91484","0.91323","0.91211","0.91084","0.90929","0.90818","0.9062","0.90285","0.89995","0.89626","0.89241","0.88943","0.88632","0.88269","0.88017","0.87651","0.87332","0.8699","0.86678","0.86459","0.86088","0.85782","0.85475","0.85224"
732,"ESH","Western Sahara","0.92307","0.9163","0.9071","0.89508","0.89024","0.88101","0.87192","0.86362","0.86248","0.86192","0.86138","0.86086","0.86082","0.86079","0.86076","0.86075","0.86075","0.86076","0.86074","0.86073","0.86073","0.86071","0.86069","0.86068","0.86067","0.86067"
887,"YEM","Yemen","0.90438","0.90353","0.90271","0.90204","0.9014","0.90073","0.90033","0.89953","0.89872","0.89752","0.89661","0.89548","0.89447","0.89304","0.89206","0.89073","0.88952","0.88816","0.88689","0.88565","0.8846","0.88339","0.88225","0.88073","0.8798","0.87878"
894,"ZMB","Zambia","0.97063","0.97052","0.97052","0.97041","0.97036","0.97036","0.97039","0.97031","0.97031","0.97026","0.97029","0.97018","0.97018","0.97017","0.97023","0.97022","0.9702","0.97016","0.97016","0.9702","0.97024","0.97027","0.97032","0.97033","0.97032","0.97032"
716,"ZWE","Zimbabwe","0.89513","0.89401","0.8932","0.89231","0.89206","0.89186","0.89172","0.89164","0.89156","0.89151","0.89142","0.89134","0.89109","0.89087","0.89065","0.89038","0.89029","0.89022","0.89017","0.89014","0.89009","0.89008","0.89005","0.89003","0.89002","0.89"
